"Item";"CCODCON";"CDESCON";"LGRPCON";"LTERCON";"LOTRMON";"CNATCON";"LLIGCRE";"LLIGTES";"LCENCUS";"LIVA";"LCTRIMP";"CSTRCON";"CCODIVA";"NTIPCRE";"CNATSAL";"COPER";"CTIME";"DDATE"
1093;"26841036";"N/M APOLLO TIGER";"False";"True";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XXX.XX.X.";"";0;"";"";"";""
1094;"26841035";"N/M WSAAA";"False";"True";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XXX.XX.X.";"";0;"";"";"";""
1095;"26841427";"N/M BELUGA NAVIGATION";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XXX.XX.X.";"";0;"";"";"";""
1096;"26841428";"N/M POLARCUS NADIA";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XXX.XX.X.";"";0;"";"";"";""
1097;"26841433";"N/M SMIT LOIRE";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XXX.XX.X.";"";0;"";"";"";""
1098;"26841431";"N/M SORLANDET";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XXX.XX.X.";"";0;"";"";"";""
1099;"26841429";"N/M AIDA CARA";"False";"True";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XXX.XX.X.";"";0;"";"";"";""
1100;"26841438";"N/M ROTTERDAM";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XXX.XX.X.";"";0;"";"";"";""
1101;"26841437";"N/M OLEG NAYDENOV";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XXX.XX.X.";"";0;"";"";"";""
1102;"26841436";"N/M ASIAN SPIRIT";"False";"True";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XXX.XX.X.";"";0;"";"";"";""
1103;"26841435";"N/M GENERAL TRADER";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XXX.XX.X.";"";0;"";"";"";""
1104;"26841434";"N/M KAPTAN ADEM";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XXX.XX.X.";"";0;"";"";"";""
1105;"26841432";"N/M LAGOA";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XXX.XX.X.";"";0;"";"";"";""
1106;"26841422";"N/M AYYILDIZ";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XXX.XX.X.";"";0;"";"";"";""
1107;"26841413";"N/M SAFMARINE PANTANAL";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XXX.XX.X.";"";0;"";"";"";""
1108;"26841408";"N/M EFTIHIA";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XXX.XX.X.";"";0;"";"";"";""
1109;"26841403";"N/M NORDPARTNER";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XXX.XX.X.";"";0;"";"";"";""
1110;"26841049";"N/M KADUNA";"False";"True";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XXX.XX.X.";"";0;"";"";"";""
1111;"26841051";"N/M IVORY";"False";"True";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XXX.XX.X.";"";0;"";"";"";""
1112;"26841053";"N/M SIGMAGAS";"False";"True";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XXX.XX.X.";"";0;"";"";"";""
1113;"26841219";"N/M AMADEA";"False";"True";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XXX.XX.X.";"";0;"";"";"";""
1114;"4522";"TERRENOS E RECURSOS NATURAIS";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.X.X.XX.XX.XX";"";0;"";"";"";""
1115;"26840445";"N/M PENTALINA B";"False";"True";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XXX.X.XX.";"";0;"";"";"";""
1116;"26841444";"N/M LUCKY II";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XXX.XX.X.";"";0;"";"";"";""
1117;"26841440";"N/M ABDUL";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XXX.XX.X.";"";0;"";"";"";""
1118;"26841226";"N/M ROTTERDAM";"False";"True";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XXX.XX.X.";"";0;"";"";"";""
1119;"26841441";"N/M CAPE PASSERO";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XXX.XX.X.";"";0;"";"";"";""
1120;"26841443";"N/M MIGUEL SANTOS";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XXX.XX.X.";"";0;"";"";"";""
1121;"26841449";"N/M DANMARK";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XXX.XX.X.";"";0;"";"";"";""
1122;"26841450";"N/M SUPERIOR PESCADORES";"False";"True";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XXX.XX.X.";"";0;"";"";"";""
1123;"26841197";"N/M ROTTERDAM VI";"False";"True";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XXX.XX.X.";"";0;"";"";"";""
1124;"26841542";"N/M PRINCIMAR TRUTH";"False";"True";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XXX.XX.X.";"";0;"";"";"";""
1125;"26841453";"N/M NORD KAP";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XXX.XX.X.";"";0;"";"";"";""
1126;"26897";"MOVIMENTOS BCA";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.";"";0;"";"";"";""
1127;"5911";"RESULTADOS TRANSITADOS";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.X.X.XX.XX.XX";"";0;"";"";"";""
1128;"26841454";"N/M SKANDI HERCULES";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XXX.XX.X.";"";0;"";"";"";""
1129;"26841451";"N/M MAYFAIR";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XXX.XX.X.";"";0;"";"";"";""
1130;"26841457";"N/M BOREALIS";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XXX.XX.X.";"";0;"";"";"";""
1131;"26841456";"N/M PLANCIUS";"False";"True";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XXX.XX.X.";"";0;"";"";"";""
1132;"26841458";"N/M DAVID MALHEIROS";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XXX.XX.X.";"";0;"";"";"";""
1133;"26841455";"N/M DEBORAH-1";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XXX.XX.X.";"";0;"";"";"";""
1134;"26841461";"N/M CEC FIGHETR";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XXX.XX.X.";"";0;"";"";"";""
1135;"26841462";"N/M FAIRMOUT EXPEDITION";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XXX.XX.X.";"";0;"";"";"";""
1136;"26841463";"N/M AL MHMOUD TRANSPORTER";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XXX.XX.X.";"";0;"";"";"";""
1137;"26841464";"N/M CANARY";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XXX.XX.X.";"";0;"";"";"";""
1138;"26841466";"N/M BALTIC TRADER";"False";"True";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XXX.XX.X.";"";0;"";"";"";""
1139;"26841465";"N/M AFRICAN GARDENIA";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XXX.XX.X.";"";0;"";"";"";""
1140;"26841467";"N/M ANNIKA III";"False";"True";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XXX.XX.X.";"";0;"";"";"";""
1141;"26841468";"N/ M MASTER DAVIDOV";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XXX.XX.X.";"";0;"";"";"";""
1142;"26841469";"N/M EEMSLIFT CHRISTIAAN";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XXX.XX.X.";"";0;"";"";"";""
1143;"26840470";"N/M RIBEIRA DE PAUL";"False";"True";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XXX.X.XX.";"";0;"";"";"";""
1144;"26841471";"N/M AGIOS NECTARIOS I";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XXX.XX.X.";"";0;"";"";"";""
1145;"26841472";"N/M LIDA";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XXX.XX.X.";"";0;"";"";"";""
1146;"26841473";"N/M TRUSTWORTHY";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XXX.XX.X.";"";0;"";"";"";""
1147;"26841474";"N/M IT INTREPID";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XXX.XX.X.";"";0;"";"";"";""
1148;"26841475";"N/M CLIPER SHAGEN";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XXX.XX.X.";"";0;"";"";"";""
1149;"26841476";"N/M DERIBAS";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XXX.XX.X.";"";0;"";"";"";""
1150;"26841045";"N/M BREMEN";"False";"True";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XXX.XX.X.";"";0;"";"";"";""
1151;"26841477";"N/M AGUAS SANTAS";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XXX.XX.X.";"";0;"";"";"";""
1152;"26841480";"N/M PROFESSOR IGNACIO LOZANO";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XXX.XX.X.";"";0;"";"";"";""
1153;"26840485";"N/M PORTO GRANDE";"False";"True";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XXX.X.XX.";"";0;"";"";"";""
1154;"26841479";"N/M ISLAND SKY";"False";"True";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XXX.XX.X.";"";0;"";"";"";""
1155;"26841487";"N/M WESTERN CRUISER";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XXX.XX.X.";"";0;"";"";"";""
1156;"26841478";"N/M HMS GLADAN";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XXX.XX.X.";"";0;"";"";"";""
1157;"26841488";"N/M KRISTINA KATARINA";"False";"True";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XXX.XX.X.";"";0;"";"";"";""
1158;"26841484";"N/M KNORR";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XXX.XX.X.";"";0;"";"";"";""
1159;"26841483";"N/M HS BACH";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XXX.XX.X.";"";0;"";"";"";""
1160;"26841489";"N/M SOLITAIRE";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XXX.XX.X.";"";0;"";"";"";""
1161;"26841490";"N/M SEA SURVEYOR";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XXX.XX.X.";"";0;"";"";"";""
1162;"26841086";"N/M PHILINE SHULTE";"False";"True";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XXX.XX.X.";"";0;"";"";"";""
1163;"26841492";"N/M PROVALYS";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XXX.XX.X.";"";0;"";"";"";""
1164;"26841494";"N/M PREMIUM DO BRASIL";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XXX.XX.X.";"";0;"";"";"";""
1165;"26841493";"N/M AFRICAN CAMELIA";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XXX.XX.X.";"";0;"";"";"";""
1166;"126";"DEPOSITO A ORDEM - NOVO BANCO";"True";"False";"False";"";"False";"True";"False";"False";"False";"X.X.X.X.X.XX.XX.XX";"";0;"";"";"";""
1167;"1261";"NOVO BANCO Nº26684710001";"False";"False";"False";"";"False";"True";"False";"False";"False";"X.X.X.X.X.XX.XX.XX";"";0;"";"";"";""
1168;"135";"DEPOSITO A PRAZO BAI";"False";"False";"False";"";"False";"True";"False";"False";"False";"X.X.X.X.X.XX.XX.XX";"";0;"";"";"";""
1169;"136";"NOVO BANCO - DEPOSITO A PRAZO";"False";"False";"False";"";"False";"True";"False";"False";"False";"X.X.X.X.X.XX.XX.XX";"";0;"";"";"";""
1170;"26841495";"N/M AVIATOR";"False";"True";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XXX.XX.X.";"";0;"";"";"";""
1171;"26841497";"N/M RAMFORM CHALLENGER";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XXX.XX.X.";"";0;"";"";"";""
1172;"26841498";"N/M SIFNOS";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XXX.XX.X.";"";0;"";"";"";""
1173;"26841499";"N/M HUNTER";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XXX.XX.X.";"";0;"";"";"";""
1174;"26841500";"N/M FRIENDSHIP";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XXX.XX.X.";"";0;"";"";"";""
1175;"26841501";"N/M NORMAND CLIPPER";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XXX.XX.X.";"";0;"";"";"";""
1176;"26841502";"N/M MIHALIS";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XXX.XX.X.";"";0;"";"";"";""
1177;"26841503";"N/M VENCEDORA";"False";"True";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XXX.XX.X.";"";0;"";"";"";""
1178;"26841505";"N/M NEW POLAR";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XXX.XX.X.";"";0;"";"";"";""
1179;"26841506";"N/M DAITO MARU Nº8";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XXX.XX.X.";"";0;"";"";"";""
1180;"26841504";"N/M DE ZHOU";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XXX.XX.X.";"";0;"";"";"";""
1181;"26841020";"N/M LOEX";"False";"True";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XXX.XX.X.";"";0;"";"";"";""
1182;"26841509";"N/M ALAED";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XXX.XX.X.";"";0;"";"";"";""
1183;"26841510";"N/M KONG QUE SONG";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XXX.XX.X.";"";0;"";"";"";""
1184;"26841511";"N/M VTC SKY";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XXX.XX.X.";"";0;"";"";"";""
1185;"26841512";"N/M NORMAND SKARVEN";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XXX.XX.X.";"";0;"";"";"";""
1186;"26841513";"N/M MARIA DEL MARI";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XXX.XX.X.";"";0;"";"";"";""
1187;"26841514";"N/M SANCO SPIRIT";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XXX.XX.X.";"";0;"";"";"";""
1188;"26841515";"N/M WESTMINISTER";"False";"True";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XXX.XX.X.";"";0;"";"";"";""
1189;"26841516";"N/M GEORGE";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XXX.XX.X.";"";0;"";"";"";""
1190;"26841517";"N/M FENG SHUN 2";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XXX.XX.X.";"";0;"";"";"";""
1191;"26841518";"N/M SKANDI SKOLTEN";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XXX.XX.X.";"";0;"";"";"";""
1192;"26841519";"N/M MARINE BAY I";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XXX.XX.X.";"";0;"";"";"";""
1193;"26841521";"N/M BLUE HORIZON";"False";"True";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XXX.XX.X.";"";0;"";"";"";""
1194;"26841520";"N/M KLAIPEDA SPIRIT";"False";"True";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XXX.XX.X.";"";0;"";"";"";""
1195;"26841522";"N/M VIVE LA VIE";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XXX.XX.X.";"";0;"";"";"";""
1196;"26841524";"N/M NORMAND COMMANDER";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XXX.XX.X.";"";0;"";"";"";""
1197;"26841525";"N/M ALBACORA DIEZ";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XXX.XX.X.";"";0;"";"";"";""
1198;"6386";"COMPRA DE FERIAS";"False";"False";"False";"";"False";"False";"True";"False";"False";"X.X.X.X.X.XX.XX.XX.";"";0;"";"";"";""
1199;"26896";"CARGAS NAO MANIFESTADAS";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.";"";0;"";"";"";""
1200;"26841220";"N/M HANSEATIC";"False";"True";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XXX.XX.X.";"";0;"";"";"";""
1201;"26841526";"N/M AFRICAN FERN";"False";"True";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XXX.XX.X.";"";0;"";"";"";""
1202;"26841527";"N/M ALITIA";"False";"True";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XXX.XX.X.";"";0;"";"";"";""
1203;"6131";"BILHETES PASSAGEM P/ REVENDA";"False";"False";"False";"";"False";"False";"True";"False";"False";"X.X.X.X.XX.X.XX.XX.";"";0;"";"";"";""
1204;"26841529";"N/M GANT FLAIR";"False";"True";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XXX.XX.X.";"";0;"";"";"";""
1205;"26841532";"N/M MARCOMANCHE";"False";"True";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XXX.XX.X.";"";0;"";"";"";""
1206;"26841530";"N/M MERYEM KOCABAS";"False";"True";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XXX.XX.X.";"";0;"";"";"";""
1207;"26841533";"N/M PETER FABER";"False";"True";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XXX.XX.X.";"";0;"";"";"";""
1208;"26841534";"N/M CEDAR ARROW";"False";"True";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XXX.XX.X.";"";0;"";"";"";""
1209;"26841536";"N/M RELAMPAGO";"False";"True";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XXX.XX.X.";"";0;"";"";"";""
1210;"26841537";"N/M LUBERSAC";"False";"True";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XXX.XX.X.";"";0;"";"";"";""
1211;"26841538";"N/M CAPTAIN VANGELIS L";"False";"True";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XXX.XX.X.";"";0;"";"";"";""
1212;"26841539";"N/M OCEAN BIRD";"False";"True";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XXX.XX.X.";"";0;"";"";"";""
1213;"26841540";"N/M THE WORLD";"False";"True";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XXX.XX.X.";"";0;"";"";"";""
1214;"63105";"PREMIOS E GRATIFICACOES";"False";"False";"False";"";"False";"False";"True";"False";"False";"X.X.X.XX.XX.XX.XX.";"";0;"";"";"";""
1215;"7256";"TRAFEGO ENAPOR";"False";"False";"False";"";"False";"False";"True";"False";"False";"X.X.X.X.X.XX.XX.XX.";"";0;"";"";"";""
1216;"26841021";"N/M ALBATROS";"False";"True";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XXX.XX.X.";"";0;"";"";"";""
1217;"26841541";"N/M ASTOR";"False";"True";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XXX.XX.X.";"";0;"";"";"";""
1218;"7257";"CARGAS A MAIS";"False";"False";"False";"";"False";"False";"True";"False";"False";"X.X.X.X.X.XX.XX.XX.";"";0;"";"";"";""
1219;"26841543";"N/M CLIPPER MAKIRI";"False";"True";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XXX.XX.X.";"";0;"";"";"";""
1220;"26841545";"N/M STORTEBEKER";"False";"True";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XXX.XX.X.";"";0;"";"";"";""
1221;"6329003";"SUBSIDIO DE SUBSTITUIÇÃO";"False";"False";"False";"";"False";"False";"True";"False";"False";"X.X.X.XX.XX.XX.XX.";"";0;"";"";"";""
1222;"26841546";"N/M SE POTENTIA";"False";"True";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XXX.XX.X.";"";0;"";"";"";""
1223;"26841547";"N/M MACUTI";"False";"True";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XXX.XX.X.";"";0;"";"";"";""
1224;"26841548";"N/M BOURBON SHAMAL";"False";"True";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XXX.XX.X.";"";0;"";"";"";""
1225;"26840140";"N/M TEREZA";"False";"True";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XXX.X.XX.";"";0;"";"";"";""
1226;"26841549";"N/M HEVEA";"False";"True";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XXX.XX.X.";"";0;"";"";"";""
1227;"26841550";"N/M BOURBON HARMATTAN";"False";"True";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XXX.XX.X.";"";0;"";"";"";""
1228;"26841551";"N/M GANGES SPIRIT";"False";"True";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XXX.XX.X.";"";0;"";"";"";""
1229;"26841552";"N/M JANUS";"False";"True";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XXX.XX.X.";"";0;"";"";"";""
1230;"26841553";"N/M BAM RAYO";"False";"True";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XXX.XX.X.";"";0;"";"";"";""
1231;"6329009";"SUBSIDIO ABONO PARA FALHAS";"False";"False";"False";"";"False";"False";"True";"False";"False";"X.X.X.XX.XX.XX.XX.";"";0;"";"";"";""
1232;"26841557";"N/M OCEAN DISCOVERY";"False";"True";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XXX.XX.X.";"";0;"";"";"";""
1233;"26841555";"N/M SUN BIRD";"False";"True";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XXX.XX.X.";"";0;"";"";"";""
1234;"26841556";"N/M BOURBON NORTE";"False";"True";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XXX.XX.X.";"";0;"";"";"";""
1235;"26841554";"N/M BOURBON LIBERTY";"False";"True";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XXX.XX.X.";"";0;"";"";"";""
1236;"26841559";"N/M ALBERT";"False";"True";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XXX.XX.X.";"";0;"";"";"";""
1237;"62985";"DESPESAS DIVERSAS C/ NAVIO";"False";"False";"False";"";"False";"False";"True";"True";"False";"X.X.XX.X.XX.XX.XX.";"";0;"";"";"";""
1238;"26841561";"N/M ASHKINI SPIRIT";"False";"True";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XXX.XX.X.";"";0;"";"";"";""
1239;"26841562";"N/M MERIDIAN";"False";"True";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XXX.XX.X.";"";0;"";"";"";""
1240;"26841563";"SEA DREAM 1";"False";"True";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XXX.XX.X.";"";0;"";"";"";""
1241;"26841560";"N/M OLYMPIC TRITON";"False";"True";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XXX.XX.X.";"";0;"";"";"";""
1242;"26841564";"N/M SEXTA";"False";"True";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XXX.XX.X.";"";0;"";"";"";""
1243;"26841565";"UOS LIBERTY";"False";"True";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XXX.XX.X.";"";0;"";"";"";""
1244;"26841567";"MAERSK TEXAS";"False";"True";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XXX.XX.X.";"";0;"";"";"";""
1245;"26841566";"KOMMANDOR";"False";"True";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XXX.XX.X.";"";0;"";"";"";""
1246;"26841568";"HUELVA SPIRIT";"False";"True";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XXX.XX.X.";"";0;"";"";"";""
1247;"26841570";"JUAN SEBASTIAN DE ELCANO";"False";"True";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XXX.XX.X.";"";0;"";"";"";""
1248;"26841571";"BAKU";"False";"False";"False";"";"False";"False";"False";"False";"False";"";"";0;"";"";"";""
1249;"26841574";"AMSTERDAM";"False";"True";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XXX.XX.X.";"";0;"";"";"";""
1250;"26841575";"ATALANTE";"False";"True";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XXX.XX.X.";"";0;"";"";"";""
1251;"26841576";"BOXY LADY";"False";"True";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XXX.XX.X.";"";0;"";"";"";""
1252;"26841577";"PATAGONIAGAS";"False";"True";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XXX.XX.X.";"";0;"";"";"";""
1253;"26841569";"ALFA TWILIGHT";"False";"True";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XXX.XX.X.";"";0;"";"";"";""
1254;"26841572";"PRINSENDAM";"False";"True";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XXX.XX.X.";"";0;"";"";"";""
1255;"26841573";"GOLDEN ENDURANCE";"False";"True";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XXX.XX.X.";"";0;"";"";"";""
1256;"26841578";"N\M IRON BALL";"False";"True";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XXX.XX.X.";"";0;"";"";"";""
1257;"26841579";"BBC EUROPE";"False";"True";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XXX.XX.X.";"";0;"";"";"";""
1258;"26882";"REGULARIZ VENDAS NAO DEDUTIVEIS";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.";"";0;"";"";"";""
1259;"26841580";"EGALABUR";"False";"True";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XXX.XX.X.";"";0;"";"";"";""
1260;"26841581";"THAMES";"False";"True";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XXX.XX.X.";"";0;"";"";"";""
1261;"26841582";"KACEY";"False";"True";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XXX.XX.X.";"";0;"";"";"";""
1262;"26807";"ADIANTAMENTOS";"False";"True";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.";"";0;"";"";"";""
1263;"26883";"REGULARIZACAO IMPRESSO (I)";"False";"False";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.";"";0;"";"";"";""
1264;"26841583";"LILJA BULKER";"False";"True";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XXX.XX.X.";"";0;"";"";"";""
1265;"26841584";"NOROESTE";"False";"True";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XXX.XX.X.";"";0;"";"";"";""
1266;"26841585";"NOROESTE";"False";"True";"False";"";"False";"False";"False";"False";"False";"X.X.X.XX.XXX.XX.X.";"";0;"";"";"";""
